#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.475493, 331, 9.11285e+14, 1.9921, 423.717, 689.994, 992.18, 4.65653, 750
