#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, sod_halo_cdelta, sod_halo_cdelta_error, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.53157, 323, 6.10252e+14, 1.75961, 3.60575, 0.0185862, 246.214, 1355.84, 308.587, 3.42311, 499.998
