#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.324669, 373, 1.0593e+15, 1.9695, 513.98, 396.749, 632.882, 4.39582, 999.999
