#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.180629, 421, 1.22397e+15, 1.92048, 203.513, 283.535, 387.305, 2.5276, 999.999
