#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.261018, 392, 8.13917e+14, 1.75416, 549.995, 460.587, 180.861, 3.58675, 999.999
