#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
1.18846, 224, 7.99571e+14, 2.16568, 1964, 1048.48, 1493.17, 3.89892, 300
