#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
1.132, 230, 7.18869e+14, 2.08038, 2490.15, 553.841, 441.779, 3.7655, 300
