#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.348958, 365, 9.3245e+14, 1.91195, 558.943, 418.432, 671.845, 3.52321, 750
