#halo_redshift, halo_lc_shell, sod_halo_mass, sod_halo_radius, halo_lc_x, halo_lc_y, halo_lc_z, boxRadius_Mpc, boxRadius_arcsec
0.320305, 373, 1.0993e+15, 1.99399, 479.766, 716.816, 240.466, 4.34121, 999.999
